PF00698	59,176,209
PF17340	199,105,79
PF17334	64,214,100
PF17286	200,65,124
PF10902	92,58,207
PF17363	220,68,200
PF17391	51,194,117
PF17392	223,85,187
PF03000	205,186,96
PF06911	51,198,91
PF00249	102,211,191
PF10584	104,216,163
PF00514	90,221,140
PF07983	228,63,64
PF04832	182,194,49
PF00646	74,109,180
PF14223	209,82,188
PF04146	90,217,210
PF01852	180,78,139
PF00628	193,62,212
PF08547	201,76,140
PF06749	199,135,94
PF04784	138,99,222
PF00569	52,157,204
PF08214	201,98,219
PF02135	120,206,99
PF14379	189,117,52
PF13923	89,128,211
PF01426	128,206,82
PF12047	91,155,213
PF06404	153,72,184
PF14111	142,61,222
PF14244	59,96,219
PF13976	113,95,226
PF08491	93,72,221
PF10513	83,168,213
PF01388	225,146,111
PF14392	105,95,197
PF00349	217,115,90
PF03727	83,227,223
PF01119	124,63,207
PF16413	228,134,79
PF04418	60,181,228
PF00560	169,107,227
PF07734	217,199,59
PF12776	54,203,107
PF03108	105,68,180
PF00240	179,79,123
PF14372	193,70,193
PF09331	179,48,124
PF03384	187,63,119
PF05678	108,226,87
PF05637	87,229,69
PF13920	228,62,160
PF01105	97,156,197
PF14541	98,90,220
PF14543	210,60,207
PF14214	183,115,89
PF06426	66,167,178
PF02689	98,220,88
PF00244	108,118,228
PF00806	224,139,110
PF03141	92,124,224
PF01753	119,78,198
PF13266	133,58,217
PF01789	71,117,197
PF06203	208,149,79
PF01027	193,96,97
PF00636	129,202,92
PF02714	80,139,197
PF14703	106,79,215
PF03152	109,184,53
PF13967	180,88,195
PF00643	193,210,90
PF04646	125,110,221
PF14368	214,86,149
PF02992	91,208,91
PF05701	196,59,97
PF03492	93,191,90
PF05282	203,149,101
PF13963	179,140,70
PF00642	115,59,219
PF03145	50,79,182
PF04729	207,79,116
PF02902	185,80,87
PF02536	176,195,74
PF01667	68,222,88
PF05553	195,83,95
PF10598	85,108,189
PF10596	108,220,59
PF10597	146,69,191
PF08084	87,96,206
PF08083	172,89,224
PF12134	195,75,97
PF01398	95,182,66
PF12204	225,89,209
PF00627	137,225,95
PF01535	120,109,221
PF13041	83,90,187
PF05008	61,62,217
PF05915	184,63,214
PF02149	95,172,207
PF07059	105,64,180
PF10241	73,98,180
PF12352	59,72,212
PF14510	200,225,88
PF08370	213,154,76
PF01373	183,101,90
PF04053	77,183,145
PF03398	179,88,73
PF02181	61,196,83
PF05920	122,48,183
PF03790	201,63,220
PF03791	81,186,139
PF03789	218,85,174
PF02453	67,120,187
PF02234	227,138,69
PF01477	116,103,219
PF10714	159,195,91
PF12819	192,100,221
PF00658	59,207,213
PF05911	190,129,65
PF05631	102,208,218
PF12515	73,62,178
PF16543	181,46,54
PF07727	144,185,92
PF01496	181,111,75
PF02519	179,165,88
PF01650	195,162,84
PF13355	205,82,190
PF06217	214,180,74
PF04759	180,83,54
PF04678	76,200,93
PF05529	188,87,133
PF01457	187,56,144
PF05641	186,223,78
PF06113	211,91,101
PF03159	205,86,145
PF05617	70,192,186
PF07974	187,119,62
PF03018	112,119,228
PF11995	221,108,124
PF04765	83,83,203
PF01805	64,184,118
PF00125	101,213,213
PF00046	60,206,85
PF00319	199,148,87
PF14416	183,207,55
PF08423	181,45,149
PF00847	83,188,137
PF14570	209,202,71
PF00792	206,92,103
PF03081	69,191,103
PF13839	161,212,82
PF13912	126,189,89
PF11955	80,161,217
PF08372	208,102,193
PF12460	160,217,94
PF14500	202,86,208
PF06955	92,172,212
PF10382	183,140,51
PF05462	222,102,120
PF13650	83,188,195
PF03124	200,139,50
PF02365	162,56,224
PF03105	87,188,139
PF14215	105,186,48
PF08536	71,201,74
PF12854	167,190,74
PF08243	88,124,191
PF02309	181,103,77
PF05033	93,179,59
PF17123	150,194,55
PF02183	96,126,221
PF01222	99,195,207
PF01357	57,60,187
PF04078	199,117,67
PF00320	66,208,176
PF06200	65,192,161
PF13854	129,87,214
PF03291	199,136,62
PF01754	199,50,178
PF01428	222,216,108
PF03514	113,146,228
PF16076	206,204,70
PF16211	181,126,70
PF02701	201,95,82
PF12624	223,70,168
PF13812	71,140,199
PF10250	187,101,74
PF01633	211,229,96
PF00641	69,79,195
PF03556	186,54,176
PF01798	83,198,163
PF02854	143,57,183
PF03381	67,174,210
PF03004	164,100,215
PF08156	109,171,227
PF04003	119,223,83
PF13921	80,158,205
PF01239	190,183,51
PF05938	207,71,220
PF08082	78,184,113
PF07725	90,147,197
PF01582	219,220,68
PF07678	207,214,67
PF01585	118,83,229
PF14749	186,192,58
PF00620	196,79,183
PF04478	227,92,216
PF14538	198,57,133
PF13204	153,218,73
PF12904	214,94,213
PF16547	137,197,56
PF16507	86,132,224
PF11919	204,132,87
PF02889	111,71,184
PF01490	53,82,190
PF12311	192,185,80
PF05433	92,191,196
PF08881	103,204,95
PF04157	159,205,67
PF10601	158,55,185
PF05470	171,106,227
PF04080	89,186,65
PF04768	165,70,181
PF11563	190,95,63
PF03659	162,66,179
PF10294	91,121,203
PF09427	91,191,150
PF10259	121,103,219
PF08287	94,134,226
PF04911	190,67,55
PF17109	77,217,60
PF09044	180,60,83
PF00187	123,72,203
PF12511	214,62,86
PF01627	164,204,94
PF16863	187,97,71
PF13606	167,183,57
PF02434	64,216,78
PF07766	62,62,205
PF01828	219,75,91
PF01062	195,112,80
PF02594	60,197,123
PF03917	222,93,226
PF08797	92,191,124
PF03893	142,86,197
PF09286	80,225,92
PF05705	142,209,93
PF09809	217,173,63
PF04615	72,213,151
PF00626	52,200,56
PF05730	185,60,124
PF07247	185,147,68
PF08597	183,64,161
PF01532	132,66,211
PF08645	211,63,66
PF09637	56,173,198
PF10937	213,154,92
PF03694	97,199,172
PF12520	100,202,116
PF05791	214,125,93
PF10403	216,164,77
PF10404	130,113,228
PF10405	88,198,115
PF10300	50,162,191
PF04117	78,99,200
PF12735	214,227,69
PF01846	201,90,95
PF11817	82,52,194
PF07919	187,54,151
PF01363	74,184,176
PF01504	179,99,60
PF05241	70,88,193
PF09784	107,215,75
PF12296	55,220,179
PF04749	131,180,51
PF00191	171,94,220
PF06432	136,57,195
PF13816	97,189,210
PF00787	79,215,141
PF08538	190,73,172
PF03388	59,178,60
PF14308	98,211,104
PF05007	114,79,213
PF09117	79,124,180
PF11327	186,61,205
PF11715	181,59,122
PF00397	77,65,201
PF00649	109,81,178
PF10806	126,220,102
PF17172	225,100,69
PF17171	99,223,125
PF08045	162,68,226
PF08590	145,199,58
PF00503	167,89,191
PF09753	122,222,98
PF14008	89,166,180
PF14222	181,92,47
PF14228	72,211,111
PF14225	73,128,197
PF08568	71,196,69
PF08613	209,122,90
PF01529	117,102,206
PF12814	182,157,47
PF12340	93,207,191
PF12359	139,209,78
PF01735	196,51,126
PF00810	220,86,181
PF14630	51,193,170
PF14831	194,79,177
PF09804	63,119,179
PF11905	83,188,146
PF02765	89,189,133
PF11496	65,175,217
PF07653	58,146,223
PF08429	68,180,80
PF02928	153,85,207
PF02373	116,209,94
PF04603	77,187,144
PF04568	73,201,172
PF04969	131,206,99
PF05153	225,94,163
PF14604	179,167,76
PF04181	146,215,83
PF00833	214,154,103
PF02582	224,184,69
PF17183	182,80,73
PF12754	78,216,96
PF05875	156,66,181
PF14533	70,109,206
PF12436	64,78,195
PF00443	213,146,71
PF00917	114,89,187
PF10436	63,58,182
PF02317	180,184,49
PF09994	67,224,147
PF07632	73,145,215
PF06766	191,143,88
PF14420	211,79,209
PF12519	123,78,181
PF03357	189,150,62
PF12738	139,46,183
PF09532	73,121,182
PF14374	108,172,224
PF05773	72,179,174
PF16015	185,73,138
PF10291	129,55,183
PF05557	219,98,158
PF08438	119,194,79
PF04129	85,131,213
PF01020	163,217,90
PF00566	218,105,150
PF10433	220,84,120
PF03178	212,61,185
PF01823	184,186,54
PF13695	206,85,82
PF01693	74,181,79
PF04885	186,210,100
PF06367	62,197,203
PF06371	87,186,99
PF11917	74,201,60
PF14610	203,81,206
PF03343	225,73,135
PF12868	83,106,191
PF12751	203,88,68
PF06792	204,161,89
PF09370	218,144,83
PF04588	187,52,172
PF08711	185,66,59
PF13874	228,82,156
PF13634	183,66,224
PF06747	72,180,73
PF11915	160,224,107
PF04547	215,65,144
PF08146	184,218,108
PF12397	183,77,95
PF08424	204,86,85
PF02547	54,211,197
PF04366	148,190,51
PF06682	144,202,70
PF06331	129,111,228
PF04825	157,64,193
PF04824	223,98,140
PF01487	154,88,215
PF11885	81,196,92
PF04908	196,61,111
PF00888	219,206,89
PF11894	117,195,63
PF11640	192,62,98
PF02260	84,89,194
PF09458	72,193,172
PF02112	97,212,218
PF16486	187,176,54
PF03950	156,180,71
PF06423	65,87,209
PF10330	54,113,200
PF14382	184,88,94
PF10639	192,225,56
PF12417	70,207,82
PF07543	53,104,207
PF03851	93,196,165
PF09949	228,200,91
PF04253	186,77,162
PF07350	75,207,83
PF06220	132,100,208
PF11578	56,141,215
PF15630	66,57,205
PF02544	110,178,228
PF02269	194,51,177
PF12171	104,71,222
PF00653	74,191,62
PF09139	212,97,170
PF01498	123,187,64
PF03732	128,204,95
PF13975	65,102,205
PF00387	113,76,188
PF00638	118,57,209
PF13848	61,132,192
PF04495	196,58,202
PF09445	207,136,58
PF12157	189,141,57
PF14479	87,228,162
PF03941	209,102,119
PF02338	190,57,71
PF12903	205,62,120
PF03650	182,209,97
PF14529	61,142,198
PF00339	173,85,209
PF07574	84,69,192
PF06687	204,86,179
PF03200	183,219,69
PF03637	184,179,86
PF08737	152,186,66
PF09734	207,94,195
PF09441	214,104,94
PF04427	216,194,57
PF13805	215,150,95
PF10355	179,67,201
PF02259	84,208,61
PF04502	69,191,103
PF03619	109,222,139
PF06415	127,207,92
PF11410	97,180,223
PF14938	225,106,104
PF00734	189,127,93
PF02939	228,125,110
PF14856	179,61,133
PF11001	91,81,181
PF03568	129,182,65
PF09747	221,75,208
PF08550	213,63,75
PF01253	206,102,215
PF11841	80,210,224
PF04727	82,106,195
PF16457	119,214,61
PF08069	205,125,53
PF01813	82,178,210
PF00808	213,113,83
PF14580	222,69,171
PF13862	113,188,65
PF05042	78,196,190
PF10521	89,206,132
PF02383	184,56,185
PF03208	167,227,111
PF10277	66,192,137
PF13364	72,210,55
PF13363	195,58,146
PF10435	82,75,197
PF14497	72,178,48
PF00097	77,193,193
PF08772	74,186,107
PF17146	88,72,213
PF13257	188,186,93
PF01115	98,209,196
PF04426	188,59,140
PF07297	61,105,214
PF02847	67,56,195
PF01237	55,218,132
PF01031	222,143,98
PF02018	206,67,169
PF01088	82,204,143
PF08743	131,104,229
PF15412	154,108,222
PF00613	208,197,81
PF00955	85,184,186
PF06246	178,91,81
PF16589	183,94,48
PF14377	220,75,167
PF09402	102,213,227
PF12949	69,58,181
PF08509	183,107,57
PF10337	114,220,95
PF10334	205,100,176
PF13513	183,59,226
PF00564	118,70,204
PF04981	209,94,207
PF09337	107,181,51
PF14033	179,57,53
PF00644	183,164,69
PF05572	214,95,186
PF01151	61,213,64
PF12505	175,54,185
PF02102	204,66,117
PF11913	188,71,120
PF10744	112,186,84
PF10346	98,61,214
PF07426	57,190,155
PF05783	187,92,141
PF12220	212,88,190
PF05047	150,190,89
PF03443	180,165,83
PF10642	176,77,194
PF11374	148,181,72
PF08066	60,222,101
PF04068	225,223,96
PF04034	209,69,191
PF05002	66,207,125
PF04406	89,96,218
PF08407	135,207,71
PF01644	198,123,80
PF02815	180,145,73
PF01922	218,65,208
PF11718	167,80,219
PF10996	213,100,203
PF16661	106,214,180
PF00612	125,66,201
PF02201	203,55,129
PF04061	190,73,211
PF08638	165,178,61
PF16815	204,96,226
PF11034	90,199,182
PF06644	191,49,140
PF08285	222,211,101
PF02185	185,210,71
PF12585	95,194,80
PF02845	226,66,146
PF11464	191,135,66
PF05347	172,96,201
PF06140	168,226,69
PF00786	205,212,72
PF00018	81,227,168
PF13423	57,128,210
PF08938	92,202,164
PF00445	223,77,170
PF07572	205,166,53
PF02268	101,93,215
PF01940	192,172,87
PF00940	198,60,152
PF14700	176,213,69
PF04801	63,100,228
PF03718	196,65,180
PF17433	111,70,211
PF12015	101,188,61
PF00621	151,187,61
PF15474	186,180,58
PF03059	178,83,205
PF09811	104,149,226
PF13000	82,125,191
PF09496	91,229,184
PF11051	135,107,229
PF16561	68,190,175
PF04739	68,193,197
PF09273	139,224,67
PF00380	96,187,72
PF00647	205,86,68
PF03031	106,201,221
PF17111	74,206,194
PF09488	191,220,71
PF07928	87,199,105
PF02466	206,81,212
PF03194	180,61,191
PF07744	136,107,228
PF07500	215,100,118
PF07535	193,196,93
PF08630	58,96,194
PF05680	160,70,199
PF02516	93,139,191
PF00838	87,135,180
PF08643	134,189,60
PF14441	180,60,109
PF02375	180,142,86
PF04681	198,57,173
PF08766	156,212,99
PF03142	196,78,175
PF00063	65,199,142
PF06320	211,182,94
PF08676	206,165,100
PF03348	197,49,143
PF06813	164,207,67
PF05907	224,223,95
PF05063	226,76,121
PF06046	52,186,86
PF00840	194,157,65
PF09174	222,68,141
PF01217	161,49,182
PF01284	119,224,97
PF02301	225,79,215
PF07217	217,72,181
PF13865	63,179,56
PF14821	72,189,108
PF02751	213,148,61
PF12030	207,178,67
PF10394	201,77,188
PF04130	64,68,208
PF09830	214,78,68
PF06807	188,162,69
PF16575	172,191,56
PF16573	193,108,73
PF12396	88,108,209
PF02417	216,70,196
PF04515	70,194,57
PF08740	192,141,90
PF12265	152,228,75
PF10199	174,197,77
PF09419	86,168,186
PF03836	95,154,197
PF00616	65,216,189
PF00307	58,216,181
PF10186	123,75,182
PF12829	156,223,89
PF05997	181,120,90
PF14806	145,213,95
PF07718	64,195,218
PF01602	168,194,49
PF02792	55,142,220
PF09783	218,171,57
PF10018	227,132,71
PF07967	219,56,146
PF08600	214,105,168
PF11789	77,149,185
PF05739	214,53,138
PF14523	177,189,49
PF13902	90,197,53
PF08611	199,58,62
PF16988	85,168,193
PF03399	224,78,85
PF06428	209,190,54
PF17186	167,182,70
PF00958	69,200,160
PF13507	89,213,117
PF01793	65,194,194
PF02284	206,52,158
PF08601	193,222,89
PF02114	193,64,111
PF01287	202,99,188
PF00024	90,187,120
PF12719	168,193,86
PF10260	77,78,191
PF04573	99,216,56
PF12192	187,81,76
PF04718	185,172,65
PF00134	135,58,186
PF16899	77,197,109
PF07855	98,182,199
PF01247	197,82,126
PF13892	146,109,220
PF08634	213,88,122
PF07961	197,120,96
PF09769	144,73,179
PF13664	82,186,209
PF03630	60,213,139
PF08567	80,194,161
PF03909	67,154,188
PF12998	46,142,181
PF08122	199,90,208
PF04857	79,197,88
PF06544	219,66,173
PF01191	94,138,195
PF03871	184,56,139
PF01246	50,184,171
PF09111	218,85,106
PF09110	75,214,197
PF15251	214,106,160
PF09770	196,178,56
PF00022	80,204,152
PF07052	204,99,225
PF05691	79,52,182
PF02213	193,202,97
PF12588	158,228,58
PF03828	228,101,96
PF06027	108,62,213
PF04802	65,203,140
PF10230	192,188,58
PF13911	190,59,161
PF04667	169,62,228
PF06516	150,187,82
PF04979	55,85,200
PF02128	222,81,207
PF00567	212,124,61
PF07774	82,111,192
PF04849	222,214,77
PF14474	80,182,177
PF00617	88,106,200
PF00618	125,87,211
PF00433	189,144,88
PF09429	46,153,185
PF01803	133,97,229
PF08539	54,196,203
PF10367	220,101,153
PF10366	219,88,128
PF00780	50,181,61
PF13259	211,98,206
PF05327	135,70,185
PF01485	130,64,205
PF08578	209,59,110
PF10187	109,93,216
PF03810	195,96,79
PF02460	94,52,183
PF16414	109,206,101
PF02076	57,184,157
PF00752	102,149,208
PF00867	178,204,65
PF07716	216,65,185
PF04152	71,225,199
PF12812	74,205,118
PF00385	67,220,101
PF12224	89,163,229
PF07780	95,54,211
PF11861	140,51,193
PF01728	66,140,192
PF14295	76,180,131
PF08231	61,105,218
PF03366	189,62,99
PF08655	88,188,152
PF12584	64,113,181
PF02809	205,215,94
PF01822	192,55,133
PF17216	227,63,188
PF00468	87,179,53
PF00091	201,222,73
PF03953	183,47,105
PF01679	102,214,171
PF09351	104,210,173
PF02167	194,81,95
PF08118	183,71,196
PF07818	189,73,80
PF00169	200,206,94
PF01997	148,102,218
PF11204	192,80,79
PF03517	192,70,97
PF08588	93,200,169
PF12014	225,208,77
PF04563	183,68,77
PF04566	150,203,62
PF04567	114,217,98
PF04032	185,53,48
PF10557	144,76,186
PF00611	62,104,198
PF05187	94,115,208
PF00352	79,135,213
PF10357	226,128,84
PF10197	209,64,73
PF12542	221,102,137
PF10342	51,178,183
PF15902	214,64,93
PF15901	46,132,184
PF01283	130,91,227
PF12223	221,151,77
PF13832	89,215,151
PF05160	127,226,110
PF01400	85,209,132
PF07998	93,88,192
PF09497	68,192,110
PF16850	110,77,222
PF06355	186,157,79
PF00137	202,197,90
PF08321	179,183,63
PF06093	191,89,212
PF10173	104,215,215
PF02212	146,89,216
PF08595	60,208,170
PF02194	91,99,226
PF08628	197,92,135
PF03127	179,49,88
PF00790	141,204,55
PF12138	216,86,165
PF14699	184,55,65
PF15341	186,146,59
PF00250	203,94,111
PF09428	197,103,216
PF15454	97,204,209
PF09439	203,82,131
PF02463	203,65,194
PF06699	143,189,89
PF12239	188,48,107
PF03198	84,166,205
PF05870	215,65,125
PF05236	198,69,60
PF01423	199,64,61
PF09262	209,58,150
PF08229	125,209,77
PF04438	190,86,49
PF09597	59,202,64
PF10176	207,105,77
PF13446	121,76,229
PF08164	125,223,79
PF13339	225,139,106
PF17254	187,87,146
PF00306	82,195,85
PF02755	66,222,167
PF16508	194,95,180
PF01655	93,205,170
PF03999	199,217,101
PF03676	188,117,49
PF07985	222,100,149
PF09692	82,179,84
PF02115	85,183,184
PF04136	169,219,85
PF01097	191,51,84
PF08297	143,205,98
PF12350	204,85,125
PF12243	184,69,58
PF00411	58,119,193
PF04280	71,72,206
PF13414	55,76,182
PF16546	101,221,205
PF07064	149,193,89
PF07569	117,79,209
PF09453	224,124,63
PF07200	124,62,182
PF03666	203,86,216
PF10350	67,213,144
PF06337	218,213,78
PF05181	131,208,78
PF10032	79,180,212
PF03151	212,74,220
PF03571	228,71,216
PF07019	94,206,225
PF07647	110,55,195
PF11815	214,176,86
PF02297	215,66,171
PF05071	103,201,58
PF10190	70,125,217
PF09766	162,70,199
PF08698	151,216,87
PF08433	146,208,80
PF13843	133,182,74
PF06884	111,207,87
PF01419	78,213,139
PF03095	224,175,84
PF16803	56,203,205
PF05093	132,79,206
PF10273	209,62,186
PF05508	72,198,160
PF09073	229,93,179
PF02186	197,49,121
PF00213	94,48,190
PF16761	93,72,196
PF10383	197,66,199
PF03452	193,80,93
PF07034	89,115,226
PF04147	213,103,74
PF13821	53,205,56
PF05577	227,159,112
PF06280	176,83,184
PF11309	69,183,55
PF04090	198,106,54
PF07534	70,167,208
PF01233	181,124,76
PF01902	96,162,208
PF03467	181,90,157
PF05794	201,78,83
PF10914	183,68,173
PF09668	97,196,74
PF01201	125,95,219
PF03815	196,142,62
PF08213	222,197,66
PF04707	64,184,91
PF06229	52,204,106
PF09260	156,189,74
PF10453	201,83,107
PF03876	106,194,57
PF08292	221,91,205
PF17048	130,67,202
PF04734	178,159,60
PF07173	201,142,68
PF06058	142,83,196
PF01267	157,196,91
PF05648	65,175,211
PF16541	184,158,88
PF05978	229,92,225
PF03489	198,78,111
PF05184	75,114,198
PF07027	72,61,191
PF02263	100,225,169
PF14608	66,180,46
PF09282	87,128,226
PF04628	138,186,91
PF12009	71,207,104
PF06733	225,180,86
PF01853	213,99,177
PF04113	171,60,189
PF11626	185,225,105
PF08914	65,203,67
PF06333	104,72,188
PF11597	181,85,179
PF04889	100,218,200
PF06179	181,163,83
PF01873	64,204,100
PF02020	146,184,87
PF07571	74,155,201
PF02969	205,215,62
PF08284	193,154,61
PF06011	189,209,81
PF14558	181,63,204
PF17100	186,207,95
PF06477	220,84,222
PF08618	211,155,101
PF00428	210,160,60
PF08506	127,62,180
PF14823	170,67,217
PF10961	206,72,58
PF02598	94,183,193
PF16881	197,81,150
PF08236	55,221,192
PF10396	182,181,72
PF12631	93,158,187
PF11709	189,159,89
PF11595	138,102,217
PF00447	187,110,228
PF06632	83,222,141
PF08641	67,189,62
PF06127	84,205,144
PF08925	162,70,200
PF09792	149,99,204
PF12927	195,108,53
PF13758	114,204,64
PF17121	66,199,148
PF06391	69,181,67
PF08153	224,153,92
PF02221	106,70,198
PF12921	107,222,155
PF03540	80,199,121
PF03770	69,184,119
PF03643	196,54,137
PF02990	227,148,73
PF14519	89,223,56
PF10302	92,213,171
PF13373	211,63,96
PF08593	210,222,105
PF16969	187,88,89
PF04758	221,92,132
PF07955	221,113,70
PF04137	217,97,168
PF04088	191,155,65
PF04111	107,75,192
PF04677	64,226,114
PF04676	74,192,128
PF00130	191,79,57
PF05652	84,177,195
PF11969	224,117,91
PF11831	201,91,162
PF06110	160,207,89
PF03635	78,201,194
PF00305	86,183,211
PF13306	222,166,68
PF08064	84,156,210
PF13907	95,219,160
PF11976	63,105,181
PF08991	193,89,108
PF04121	188,87,193
PF02178	192,58,202
PF12678	214,70,161
PF07460	84,193,97
PF11470	228,69,176
PF06201	190,112,91
PF01394	75,130,189
PF13838	181,162,84
PF00637	185,84,81
PF07281	81,184,150
PF09173	205,89,228
PF02271	129,208,99
PF12454	209,147,101
PF07576	220,136,92
PF16212	205,67,141
PF16209	131,200,71
PF08209	133,186,90
PF17144	192,82,214
PF14204	76,207,87
PF00957	89,189,130
PF00804	67,131,193
PF12141	182,202,72
PF07393	124,84,204
PF12906	215,202,96
PF03914	61,222,171
PF02270	96,173,229
PF08624	120,214,86
PF07541	216,121,69
PF08016	99,95,195
PF12815	177,66,221
PF03439	73,199,105
PF11942	179,65,75
PF01851	85,225,122
PF00735	147,51,195
PF06218	91,186,119
PF05328	62,214,216
PF16420	73,175,183
PF07249	66,178,226
PF05277	57,197,133
PF04950	197,56,50
PF08142	203,85,58
PF02214	72,127,198
PF01920	83,73,196
PF03907	194,67,148
PF08620	46,184,175
PF08621	166,89,206
PF08729	189,87,78
PF14661	208,65,66
PF02799	224,227,110
PF08642	193,111,65
PF08733	202,81,101
PF11793	184,83,49
PF08159	100,212,197
PF16200	222,94,75
PF02037	212,135,73
PF10236	199,182,95
PF04939	159,195,94
PF11605	184,206,55
PF04412	171,207,100
PF01989	211,59,141
PF08633	96,94,202
PF08617	74,124,224
PF12816	52,135,204
PF12572	79,211,208
PF00002	204,73,62
PF06424	169,207,87
PF05207	209,199,58
PF01491	222,104,165
PF06741	136,84,186
PF03915	94,113,195
PF07491	195,122,59
PF08518	96,132,195
PF09794	227,78,163
PF02940	194,84,54
PF08520	155,198,84
PF04275	129,99,201
PF04114	205,70,61
PF01285	206,94,90
PF01946	126,98,206
PF08549	220,92,202
PF03345	71,194,176
PF10203	64,76,214
PF03656	63,191,193
PF10276	197,87,196
PF05832	211,105,209
PF15511	86,118,197
PF09810	228,86,120
PF09451	57,200,152
PF08555	65,169,181
PF01591	72,161,219
PF08079	126,182,82
PF04265	182,83,211
PF13844	204,99,198
PF16983	207,147,59
PF13934	91,214,87
PF02296	164,94,198
PF02883	188,172,89
PF14737	158,195,91
PF08648	211,106,58
PF16923	208,52,193
PF10159	188,90,156
PF08728	228,171,86
PF00639	179,171,54
PF08449	212,72,119
PF09631	204,86,113
PF16016	188,172,78
PF05178	114,89,185
PF12936	57,191,118
PF01090	138,94,199
PF04757	145,224,58
PF12550	219,107,197
PF06398	70,173,190
PF12734	76,225,192
PF08557	222,169,62
PF01459	186,174,74
PF10156	216,106,113
PF06437	94,213,142
PF03155	174,60,179
PF05051	62,212,63
PF06413	219,172,58
PF04004	90,223,95
PF10213	215,125,62
PF15446	209,64,123
PF15055	159,185,56
PF00928	198,98,128
PF08700	145,216,79
PF07975	98,59,182
PF04056	98,223,180
PF12271	181,94,198
PF09420	49,137,192
PF12253	225,137,77
PF02170	100,100,202
PF16488	135,108,224
PF04281	102,219,176
PF07890	161,54,184
PF10297	79,196,218
PF04110	185,71,149
PF14592	203,96,117
PF04192	91,210,187
PF13931	99,227,121
PF01878	191,64,134
PF16891	74,75,214
PF00648	198,75,106
PF08650	224,144,61
PF14234	82,81,196
PF16199	100,210,180
PF09288	150,72,217
PF05817	139,178,55
PF16131	78,99,191
PF12745	67,171,196
PF11500	225,78,125
PF16787	183,48,81
PF04212	66,141,185
PF09336	192,70,61
PF03980	178,187,69
PF13092	81,108,201
PF17168	152,55,199
PF16335	92,187,77
PF06026	74,136,205
PF08746	113,227,162
PF17119	117,57,218
PF10791	184,54,50
PF04800	187,63,148
PF09763	123,93,191
PF15277	87,160,207
PF05022	75,192,74
PF14413	99,76,183
PF14330	183,72,171
PF12569	54,177,179
PF05131	173,72,190
PF07738	59,192,89
PF04180	66,127,220
PF03839	57,205,219
PF04719	190,209,73
PF01536	195,69,94
PF03669	85,178,117
PF10033	213,199,54
PF11754	84,185,142
PF06052	158,102,219
PF01480	61,170,198
PF05879	192,78,85
PF01150	58,192,52
PF15370	184,110,227
PF05205	179,206,97
PF03653	144,220,103
PF09791	226,119,93
PF12766	135,60,179
PF04124	165,200,84
PF08662	139,62,190
PF02116	158,198,60
PF08216	157,72,213
PF17107	50,60,199
PF04098	64,222,201
PF12861	109,212,53
PF06480	86,101,178
PF03731	210,192,66
PF08785	93,206,184
PF03874	166,75,190
PF00995	207,70,64
PF05365	227,223,77
PF11779	175,228,98
PF04652	202,221,76
PF10309	78,199,57
PF00610	90,183,64
PF10104	94,209,84
PF08228	97,79,200
PF12898	97,149,221
PF10451	197,57,135
PF13094	65,206,222
PF04442	131,73,213
PF08519	105,216,196
PF16978	59,179,99
PF16979	60,94,220
PF10295	76,197,179
PF16418	199,87,54
PF16417	171,85,193
PF16415	208,193,92
PF12842	96,195,141
PF04054	228,64,208
PF06775	175,187,72
PF12767	75,189,125
PF12634	186,162,80
PF01875	129,85,202
PF07896	185,57,90
PF09377	200,130,79
PF00416	219,97,136
PF17177	198,155,77
PF13917	208,124,54
PF17050	76,208,147
PF05669	198,176,73
PF08316	217,97,131
PF03856	68,153,186
PF04096	214,183,82
PF12110	192,65,151
PF00632	201,121,80
PF16558	76,190,49
PF12756	112,226,116
PF16300	94,198,163
PF08953	63,80,190
PF03133	212,177,77
PF01826	180,73,118
PF07529	105,214,99
PF05821	65,50,188
PF05664	53,206,195
PF10540	60,103,182
PF07542	52,143,178
PF08626	122,63,182
PF04934	122,206,60
PF02966	81,181,146
PF10178	201,85,82
PF13889	137,78,223
PF13915	63,215,112
PF09736	217,77,154
PF05808	50,87,196
PF10510	206,93,57
PF12874	188,81,90
PF03226	92,108,224
PF06221	93,207,169
PF04433	68,185,119
PF00996	191,110,76
PF06984	217,73,141
PF04383	80,179,160
PF05676	203,58,157
PF11717	149,61,192
PF09447	194,67,177
PF14560	209,91,194
PF01302	85,73,202
PF11526	62,101,178
PF10685	76,211,148
PF01907	224,202,100
PF09849	119,202,73
PF08144	47,96,189
PF08418	86,199,218
PF04042	94,117,189
PF05839	145,78,183
PF03256	114,219,96
PF01185	62,183,117
PF07915	53,188,151
PF04921	67,193,74
PF04670	227,68,177
PF15377	75,106,216
PF03463	97,198,155
PF03465	227,73,145
PF10165	172,184,55
PF12231	195,67,77
PF07573	87,95,208
PF01786	180,206,95
PF07986	208,221,85
PF10075	225,68,91
PF08585	70,195,141
PF03271	219,184,107
PF03901	190,157,81
PF11402	221,217,77
PF12513	129,211,96
PF12621	195,56,142
PF04178	184,64,154
PF08302	113,51,189
PF08303	99,227,86
PF09511	61,227,177
PF11865	197,74,118
PF08771	75,78,222
PF10307	66,195,72
PF06017	146,91,209
PF07047	193,201,94
PF02816	55,215,91
PF13002	94,93,196
PF13012	87,226,178
PF11705	179,96,218
PF12763	55,198,61
PF12761	72,206,59
